cbo;dit;fanin;fanout;lcom;noc;loc;rfc;wmc;totalMethodsQty;protectedMethodsQty;publicMethodsQty;privateMethodsQty;finalFieldsQty;protectedFieldsQty;publicFieldsQty;privateFieldsQty;bugs
11;3;1;11;56;0;467;38;130;13;0;9;4;1;0;0;19;0
1;1;1;1;0;0;9;0;2;2;0;2;0;1;0;0;1;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
12;1;0;12;0;0;86;7;23;5;0;4;1;3;0;0;3;0
6;1;3;6;8;2;37;5;14;8;1;7;0;0;0;0;1;0
27;2;0;27;21;0;57;7;7;7;1;6;0;0;0;0;0;0
2;1;0;2;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5;3;0;5;6;0;26;5;4;4;1;3;0;0;1;0;0;0
7;1;78;7;1275;0;53;0;51;51;0;0;0;0;0;0;0;0
6;1;0;6;3;0;29;5;5;3;0;3;0;0;0;0;0;0
2;1;0;2;0;0;9;2;1;1;0;1;0;1;0;0;0;0
9;1;0;9;85;0;96;11;15;14;0;14;0;1;0;0;1;0
2;1;1;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0
7;1;3;7;349;2;293;27;48;42;3;39;0;0;0;0;2;0
1;1;0;1;0;0;53;1;15;5;0;4;1;1;0;0;3;0
2;1;0;2;0;0;5;0;1;1;0;1;0;0;0;0;0;1
21;1;1;21;666;0;509;27;58;37;0;37;0;0;0;0;0;0
1;1;0;1;0;0;9;1;2;1;0;1;0;0;0;0;0;0
2;1;43;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
6;2;1;6;18;0;97;7;21;16;0;16;0;2;0;2;2;0
6;1;0;6;988;0;527;46;92;45;0;45;0;0;0;0;4;0
3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;24;0;1;0;4;0;2;2;0;0;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
13;4;1;13;19;0;123;21;25;7;1;4;2;5;0;0;5;1
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4;2;1;4;4;0;51;11;12;5;1;3;1;1;0;0;1;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4;1;0;4;0;0;16;1;3;2;0;2;0;2;0;0;2;0
6;1;2;6;0;0;66;7;9;5;0;4;1;2;0;0;2;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
12;2;0;12;10;0;17;5;5;5;2;3;0;0;0;0;0;0
6;1;0;6;1;0;41;17;8;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;17;2;3;3;0;3;0;0;0;0;1;0
2;6;2;2;1;0;9;0;2;2;0;2;0;1;0;0;1;0
8;1;1;8;0;0;33;10;7;5;0;4;1;0;0;0;1;0
7;1;1;7;5;0;85;15;15;7;0;6;1;0;0;0;4;0
2;1;0;2;0;0;19;4;4;3;0;3;0;1;0;0;1;0
1;1;0;1;3;0;9;0;3;3;0;3;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;6;3;2;1;0;1;0;0;0;0;0;0
1;1;0;1;3;0;9;0;3;3;0;3;0;0;0;0;0;0
1;1;0;1;1;0;17;2;3;3;0;3;0;0;0;0;1;0
1;1;0;1;0;0;24;2;6;4;0;3;0;2;0;0;2;1
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
6;2;12;6;0;8;118;19;23;3;1;2;0;5;0;0;5;1
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
6;1;3;6;0;0;130;8;27;10;1;8;1;2;0;0;4;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
8;3;3;8;1;0;73;11;5;3;2;0;0;14;0;0;14;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
5;1;0;5;3;0;21;3;3;3;0;3;0;0;0;0;0;0
14;1;4;14;146;2;141;17;45;21;11;10;0;0;0;0;3;0
5;1;1;5;38;0;95;23;22;13;0;8;5;0;0;0;2;0
5;2;0;5;3;0;20;3;6;3;0;3;0;2;0;1;1;0
6;1;2;6;4;0;53;12;13;5;0;4;1;5;0;0;5;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
18;7;2;18;6;0;146;42;5;4;0;4;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
1;1;10;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
3;1;1;3;5;0;65;3;13;6;0;6;0;5;0;0;5;0
11;1;0;11;0;0;66;7;12;3;0;3;0;3;0;0;2;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
15;1;0;15;6;0;163;22;4;4;0;4;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
3;2;1;3;0;0;25;5;8;3;0;3;0;2;0;0;2;0
5;1;0;5;15;0;76;5;19;6;3;1;2;1;0;0;1;0
12;3;1;12;11;0;129;21;25;6;0;2;4;4;0;0;4;0
9;2;0;9;0;0;143;10;30;19;0;19;0;0;0;0;1;0
3;3;2;3;6;0;54;1;8;4;2;1;0;3;0;0;3;0
4;1;0;4;0;0;30;3;7;4;0;3;0;2;0;0;2;0
7;1;0;7;10;0;76;14;16;5;0;5;0;0;0;0;0;0
6;1;0;6;14;0;31;8;9;8;0;7;0;1;0;0;3;0
15;1;1;15;28;0;185;33;18;8;0;5;3;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
9;1;0;9;14;0;266;24;44;13;0;0;5;11;0;0;31;0
1;1;3;1;1;0;18;5;5;2;0;1;1;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
7;2;0;7;1;0;28;10;5;2;0;1;1;0;0;0;0;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
10;4;5;10;0;0;21;4;6;6;1;5;0;1;0;0;1;0
0;1;0;0;0;0;14;0;3;3;0;3;0;2;0;0;2;0
3;1;1;3;1;0;32;17;7;2;0;1;1;1;0;0;1;0
9;3;0;9;0;0;93;19;14;4;0;4;0;3;0;2;2;0
2;2;1;2;15;0;22;3;12;6;0;6;0;0;0;0;0;0
2;1;0;2;0;0;6;2;1;1;0;1;0;0;0;0;0;0
16;1;3;16;10;0;143;8;15;8;0;7;1;5;0;0;5;0
2;2;0;2;3;0;14;0;3;3;0;2;0;0;0;0;0;0
7;1;0;7;3;0;81;17;9;3;0;3;0;0;0;0;0;0
1;1;0;1;0;0;39;4;9;6;0;6;0;3;0;0;4;0
3;5;1;3;6;0;250;46;22;4;0;4;0;0;0;0;0;0
11;1;1;11;0;0;76;7;8;8;0;7;1;1;0;0;1;0
9;1;1;9;13;0;106;19;14;7;0;6;1;0;0;0;4;0
3;1;0;3;3;0;11;0;3;3;0;3;0;0;0;0;0;0
23;2;2;23;55;0;163;12;14;11;0;9;2;0;0;0;0;0
11;1;1;11;0;0;40;8;11;4;0;3;1;1;0;0;1;0
4;1;0;4;1;0;16;3;5;3;0;3;0;1;0;0;2;0
4;1;2;4;6;0;6;0;4;4;0;0;0;0;0;0;0;0
3;3;0;3;0;0;8;0;1;1;0;1;0;3;0;0;3;0
0;1;0;0;0;0;5;1;1;1;0;1;0;0;0;0;0;0
16;2;1;16;110;0;176;13;39;17;0;6;0;4;0;0;4;0
4;1;2;4;0;0;18;4;1;1;0;1;0;0;0;0;0;0
2;1;0;2;3;0;12;6;3;3;0;3;0;0;0;0;0;0
2;1;10;2;2;0;18;3;4;4;0;4;0;2;0;0;2;0
5;1;0;5;3;0;39;4;5;3;0;3;0;0;0;0;0;0
2;1;2;2;3;0;22;0;3;3;0;2;1;0;0;0;0;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
4;1;1;4;143;0;226;35;43;23;0;18;5;0;0;0;1;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
3;1;1;3;0;0;14;1;4;2;0;2;0;1;0;0;1;0
2;2;0;2;3;0;37;2;9;3;0;2;0;0;0;0;0;0
1;2;0;1;0;0;10;0;2;2;0;1;0;1;0;0;1;0
1;1;0;1;1;0;8;0;2;2;0;2;0;0;0;0;0;0
10;1;1;10;80;0;202;27;49;17;0;9;8;5;0;2;3;0
2;1;0;2;1;0;12;5;2;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;10;2;4;2;0;2;0;0;0;0;0;0
3;2;20;3;21;0;28;9;11;7;0;7;0;0;0;0;0;0
2;1;0;2;1;0;13;2;2;2;0;2;0;0;0;0;0;0
7;1;4;7;66;0;160;15;46;12;0;10;2;0;0;0;0;0
1;1;0;1;1;0;8;1;2;2;0;2;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
3;1;0;3;0;0;16;5;2;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
3;1;0;3;0;0;12;3;2;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
4;2;1;4;3;0;34;6;7;3;0;3;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;2;0;1;1;0;8;0;2;2;2;0;0;0;0;0;0;0
5;1;0;5;16;0;129;5;20;9;0;1;2;7;0;0;7;0
1;1;2;1;0;0;10;1;2;2;0;2;0;1;0;0;2;0
2;1;1;2;0;0;3;0;1;1;0;0;0;0;0;0;0;0
6;1;1;6;0;0;55;1;7;1;0;1;0;0;0;0;0;0
5;1;0;5;1;0;48;3;7;2;0;2;0;0;0;0;0;0
2;2;1;2;1;0;117;12;15;3;1;2;0;4;0;0;4;0
9;4;2;9;22;0;95;11;12;8;2;6;0;2;0;0;2;0
1;1;3;1;0;1;14;0;3;3;0;3;0;2;0;0;2;0
8;3;3;8;1;0;46;13;5;3;2;0;0;2;0;0;2;0
16;1;4;16;414;1;219;38;49;36;0;31;5;9;0;0;10;0
1;1;0;1;0;0;6;1;1;1;0;1;0;1;0;0;1;0
1;1;0;1;0;0;6;1;1;1;0;1;0;1;0;0;1;0
11;3;2;11;15;0;90;11;25;7;3;4;0;3;0;0;7;0
8;1;1;8;2;0;443;19;106;13;0;13;0;9;0;0;12;0
2;7;0;2;0;0;14;4;2;2;0;2;0;0;0;0;1;0
0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2;1;0;2;0;0;16;1;3;2;0;1;0;2;0;0;3;0
7;1;1;7;0;0;115;12;32;6;0;3;1;2;0;0;5;0
19;1;0;19;28;0;207;31;14;8;0;8;0;0;0;0;0;0
6;2;4;6;0;0;30;9;8;5;0;5;0;0;0;0;1;1
8;1;2;8;0;0;151;13;34;7;0;5;2;8;0;0;9;0
1;1;6;1;1;0;4;0;2;2;0;0;0;0;0;0;0;0
8;3;3;8;3;0;21;8;5;3;2;0;0;0;0;0;0;0
1;1;5;1;3;4;9;0;3;3;0;3;0;0;0;0;0;0
17;1;2;17;433;0;536;64;137;30;0;16;14;6;0;0;6;0
9;1;6;9;0;0;72;8;23;8;0;8;0;3;0;0;3;0
19;3;1;19;576;0;913;60;158;49;2;39;8;3;36;0;3;0
4;1;0;4;1;0;12;1;3;3;0;3;0;1;0;0;1;0
8;1;0;8;1;0;54;4;2;2;0;2;0;0;0;0;0;0
3;2;0;3;6;0;61;1;12;4;0;2;1;0;0;0;0;0
3;1;0;3;0;0;16;6;4;1;0;1;0;0;0;0;0;0
17;1;1;17;78;0;163;47;19;13;0;11;2;0;0;0;0;0
1;2;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
6;1;1;6;15;0;46;7;8;6;0;3;3;0;0;0;0;0
7;1;0;7;1;0;39;17;8;2;0;2;0;0;0;0;0;0
8;1;3;8;7;0;110;18;27;7;0;5;2;3;0;0;3;0
5;1;0;5;1;0;18;5;5;3;0;3;0;2;0;0;3;0
7;1;0;7;3;0;81;17;9;3;0;3;0;0;0;0;0;0
14;2;1;14;213;0;302;41;29;23;4;19;0;0;0;0;2;0
2;1;0;2;3;0;15;1;4;3;0;3;0;0;0;0;0;0
6;1;0;6;6;0;18;7;5;4;0;4;0;0;0;0;0;0
5;1;0;5;6;0;15;7;5;4;0;4;0;0;0;0;0;0
8;3;3;8;4;0;179;16;41;4;1;2;1;4;0;0;4;1
13;4;0;13;36;0;216;22;22;9;0;9;0;0;0;0;0;0
2;1;0;2;1;0;95;0;25;2;2;0;0;0;0;0;0;0
2;1;0;2;1;0;95;0;25;2;2;0;0;0;0;0;0;0
2;2;0;2;3;0;14;1;3;3;0;2;0;0;0;0;0;0
12;2;0;12;10;0;17;5;5;5;2;3;0;0;0;0;0;0
7;1;0;7;0;0;28;11;5;3;0;2;0;3;0;0;4;0
11;1;1;11;2583;0;1364;118;361;78;0;71;7;2;0;0;4;0
3;1;0;3;8;0;18;0;5;5;0;4;0;1;0;0;2;0
7;1;3;7;36;0;787;60;205;48;0;40;8;7;0;0;8;1
0;1;0;0;0;0;5;0;7;1;0;1;0;0;0;0;0;0
3;1;10;3;15;0;58;5;15;6;0;0;1;1;0;0;1;0
7;1;1;7;0;0;762;20;161;24;0;13;11;13;0;0;19;0
5;4;0;5;4;0;44;16;6;4;1;2;1;0;0;0;3;0
0;1;0;0;0;0;9;1;1;1;0;1;0;0;0;0;0;0
3;1;1;3;1;0;4;0;2;2;0;0;0;0;0;0;0;0
2;1;0;2;0;0;13;0;3;1;0;1;0;0;0;0;0;0
1;1;0;1;3;0;10;1;3;3;0;3;0;0;0;0;0;0
1;1;0;1;3;0;13;2;3;3;0;3;0;0;0;0;0;0
6;1;2;6;0;0;64;9;5;4;0;3;1;6;0;0;6;0
4;1;7;4;3;0;59;4;7;6;0;5;0;0;0;0;1;0
3;1;0;3;6;0;20;4;5;4;0;3;0;0;0;0;2;0
3;2;0;3;0;0;5;0;1;1;1;0;0;0;0;0;0;0
4;1;0;4;0;0;27;4;6;2;0;1;0;2;0;0;2;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
7;1;2;7;0;0;90;7;14;6;0;5;1;4;0;0;4;0
7;2;0;7;0;0;27;4;5;3;0;3;0;3;0;0;3;1
8;2;4;8;22;2;58;7;13;9;4;5;0;0;0;0;5;0
3;1;0;3;1;0;9;6;3;2;0;2;0;0;0;0;0;0
4;1;0;4;6;0;14;4;4;4;0;4;0;0;0;0;0;0
1;1;0;1;3;0;14;5;5;3;0;3;0;0;0;0;0;0
1;1;0;1;3;0;12;3;3;3;0;3;0;0;0;0;0;0
1;1;0;1;3;0;14;2;4;3;0;3;0;0;0;0;0;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
6;1;5;6;0;4;28;2;8;8;2;6;0;3;1;0;3;0
9;1;1;9;4;0;59;15;17;5;1;4;0;1;0;0;1;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
11;1;1;11;36;0;67;20;11;9;0;8;1;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
2;1;4;2;2;0;15;0;4;4;0;4;0;2;0;0;2;0
15;2;1;15;13;0;207;12;28;11;0;10;1;0;0;0;10;0
10;2;2;10;42;0;74;27;18;12;3;9;0;1;0;0;2;0
6;1;0;6;4;0;39;9;8;4;0;4;0;0;0;0;1;0
4;1;4;4;1;0;4;0;2;2;0;0;0;0;0;0;0;0
3;1;1;3;3;0;5;0;3;3;0;0;0;0;0;0;0;0
0;4;0;0;0;0;6;0;1;1;0;0;0;1;0;0;1;0
8;3;2;8;10;0;36;6;6;5;1;4;0;0;0;0;0;0
8;2;18;8;36;17;96;21;15;9;1;8;0;0;1;0;0;0
1;1;0;1;0;0;6;1;1;1;0;1;0;0;0;0;0;0
1;1;0;1;3;0;14;5;5;3;0;3;0;0;0;0;0;0
1;1;0;1;0;0;6;1;1;1;0;1;0;0;0;0;0;0
1;1;0;1;3;0;12;3;3;3;0;3;0;0;0;0;0;0
1;1;0;1;0;0;5;1;1;1;0;1;0;0;0;0;0;0
3;1;0;3;1;0;9;6;3;2;0;2;0;0;0;0;0;0
1;1;0;1;0;0;6;0;1;1;0;1;0;1;0;0;1;0
4;1;0;4;6;0;14;4;4;4;0;4;0;0;0;0;0;0
5;2;0;5;1;0;10;4;2;2;1;1;0;0;0;0;0;0
3;1;0;3;0;0;7;3;1;1;0;1;0;0;0;0;0;0
11;1;1;11;211;0;847;47;64;22;1;20;1;0;8;0;0;0
12;1;1;12;134;0;481;40;70;29;2;25;2;0;36;0;3;0
2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;13;2;3;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;11;1;2;1;0;1;0;0;0;0;0;0
3;3;1;3;10;0;30;10;6;5;1;4;0;1;0;0;1;1
2;1;1;2;55;0;13;0;11;11;0;0;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
3;2;0;3;3;0;19;4;5;3;0;2;0;0;0;0;0;0
3;1;1;3;0;0;19;3;3;1;0;1;0;0;0;0;0;0
1;1;2;1;28;0;10;0;8;8;0;0;0;0;0;0;0;0
2;2;0;2;3;0;35;1;5;3;0;2;0;1;0;0;1;0
1;1;0;1;3;0;14;2;4;3;0;3;0;0;0;0;0;0
3;1;0;3;0;0;19;6;3;2;0;0;0;2;0;0;2;0
8;3;1;8;10;0;40;10;6;5;1;4;0;0;1;0;0;0
2;5;6;2;3;4;12;0;3;3;0;3;0;1;0;0;1;0
23;1;1;23;3;0;75;18;10;3;0;2;1;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
4;1;17;4;45;14;48;13;18;10;0;10;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;41;1;1;0;6;1;2;2;0;0;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
4;1;0;4;0;0;17;4;4;4;0;4;0;1;0;0;1;0
2;1;0;2;0;0;5;1;1;1;0;1;0;0;0;0;0;0
5;1;0;5;0;0;76;10;16;5;0;5;0;5;0;0;7;0
3;1;0;3;0;0;8;5;1;1;0;1;0;0;0;0;0;0
11;1;3;11;0;0;143;10;17;6;0;6;0;3;0;2;3;0
5;1;0;5;0;0;57;5;13;4;0;4;0;4;0;0;4;0
6;1;0;6;3;0;81;8;16;3;0;3;0;0;0;0;0;0
10;2;1;10;2850;0;1194;71;295;76;1;73;2;0;0;0;0;0
4;1;0;4;0;0;8;5;1;1;0;1;0;0;0;0;0;0
7;1;3;7;3;0;88;7;15;10;0;8;1;2;0;0;2;0
7;2;1;7;10;0;109;11;8;5;0;5;0;0;0;0;0;0
5;1;1;5;28;0;58;10;14;8;0;4;4;0;0;0;0;0
0;4;0;0;0;0;3;0;0;0;0;0;0;1;0;0;1;0
3;1;2;3;27;0;47;8;16;10;0;10;0;2;0;0;2;0
6;1;2;6;19;0;69;7;16;7;0;4;3;1;0;0;1;0
1;1;0;1;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;11;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
4;1;2;4;0;0;131;10;31;8;0;3;1;3;0;0;6;0
2;1;3;2;0;0;9;0;2;2;0;2;0;1;0;0;1;0
4;1;1;4;36;0;131;11;14;12;0;11;1;0;1;0;0;0
2;2;2;2;0;0;6;0;1;1;0;1;0;1;0;0;1;0
0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1
3;1;0;3;1;0;8;2;2;2;0;2;0;0;0;0;0;0
9;1;11;9;41;0;73;19;20;11;0;11;0;5;0;0;7;0
16;1;0;16;15;0;95;17;18;6;0;6;0;0;0;0;0;0
5;3;0;5;6;0;23;7;4;4;0;4;0;0;1;0;0;0
2;1;2;2;10;0;7;0;5;5;0;0;0;0;0;0;0;0
12;1;10;12;6;0;397;14;91;17;1;13;3;8;0;0;8;0
9;1;2;9;8;0;99;5;20;5;0;3;2;2;0;0;2;0
11;1;1;11;5;0;96;20;19;7;0;6;1;0;0;0;4;0
0;4;0;0;0;0;3;0;0;0;0;0;0;1;0;0;1;0
3;1;30;3;8;7;30;5;9;5;2;3;0;1;0;0;2;0
1;1;0;1;1;0;10;0;3;2;0;2;0;0;0;0;0;0
2;1;0;2;6;0;13;1;4;4;0;4;0;0;0;0;0;0
1;1;0;1;1;0;10;2;4;2;0;2;0;0;0;0;0;0
1;1;0;1;1;0;9;0;2;2;0;2;0;0;0;0;0;0
2;1;4;2;3;0;5;0;3;3;0;0;0;0;0;0;0;0
1;1;0;1;0;0;11;1;1;1;0;1;0;0;0;0;0;0
3;4;0;3;4;0;32;3;6;4;1;3;0;10;0;0;10;0
13;4;0;13;10;0;69;13;12;5;0;5;0;0;0;0;0;0
2;1;0;2;6;0;20;3;4;4;0;4;0;0;0;0;0;0
0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
9;4;3;9;22;0;250;14;12;8;2;6;0;17;0;0;17;0
12;2;2;12;6;0;102;17;5;4;0;1;3;7;0;7;0;0
3;1;2;3;1;0;26;5;4;3;0;2;1;4;0;0;4;0
2;1;0;2;0;0;68;5;8;4;0;4;0;0;1;0;3;0
3;1;0;3;0;0;53;10;6;6;1;5;0;1;0;0;9;0
9;1;1;9;0;0;217;8;34;8;0;8;0;3;0;0;8;0
4;1;0;4;3;0;23;4;5;3;0;2;0;0;0;0;2;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
0;1;0;0;0;0;5;0;1;1;0;1;0;0;0;0;0;0
2;2;7;2;0;1;51;2;9;8;0;6;0;0;4;0;0;0
2;7;7;2;0;0;19;0;5;4;0;4;0;3;0;0;3;0
13;4;0;13;0;0;77;8;10;5;0;4;0;5;0;0;5;0
3;2;0;3;0;0;12;2;3;1;0;1;0;1;0;1;0;0
0;1;4;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
21;1;1;21;0;0;252;14;32;26;0;24;2;2;0;0;0;0
8;2;0;8;21;0;57;12;13;7;0;7;0;0;0;0;0;0
3;1;0;3;1;0;17;6;4;2;0;2;0;0;0;0;0;0
3;1;2;3;2;0;21;2;4;4;0;4;0;2;0;0;2;0
17;1;0;17;36;0;210;21;27;9;0;9;0;0;0;0;0;0
7;1;0;7;3;0;19;3;5;3;0;2;1;0;0;0;0;0
8;3;3;8;3;0;41;11;5;3;2;0;0;0;0;0;0;0
3;2;0;3;0;0;9;2;2;1;0;1;0;0;0;0;0;0
2;1;22;2;45;0;12;0;10;10;0;0;0;0;0;0;0;0
3;1;0;3;0;0;33;0;13;9;0;8;0;1;0;0;1;0
6;1;0;6;0;0;95;11;27;14;0;4;10;1;0;0;9;0
6;1;0;6;1;0;48;1;9;3;0;3;0;1;0;0;1;0
1;1;6;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
1;1;0;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
8;1;1;8;4;0;81;7;9;5;1;4;0;0;3;0;0;0
3;1;0;3;10;0;65;16;8;5;0;5;0;0;0;0;0;0
4;2;0;4;0;0;21;9;4;2;0;1;0;2;0;0;2;0
0;1;0;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0
2;2;0;2;0;0;26;3;6;4;0;3;0;2;0;0;2;0
7;2;1;7;0;0;775;54;65;36;1;30;5;0;0;0;6;0
14;1;0;14;78;0;166;16;17;13;0;13;0;0;0;0;0;0
7;1;0;7;0;0;13;5;2;1;1;0;0;0;0;0;0;1
10;1;1;10;10;0;68;7;10;5;0;5;0;2;0;0;2;0
5;1;0;5;0;0;10;2;2;1;1;0;0;0;0;0;0;1
6;1;2;6;0;0;169;22;37;13;0;12;1;1;0;0;6;0
7;1;0;7;0;0;13;5;2;1;1;0;0;0;0;0;0;1
4;2;0;4;0;0;30;1;7;7;0;6;0;1;0;1;1;0
2;1;2;2;0;0;47;0;8;6;0;4;0;0;0;0;5;0
2;1;2;2;0;0;12;0;3;2;0;2;0;1;0;0;1;0
3;1;0;3;0;0;5;2;1;1;1;0;0;0;0;0;0;1
1;1;1;1;0;0;3;0;1;1;0;0;0;0;0;0;0;0
2;1;15;2;1;0;8;3;2;2;0;2;0;0;0;0;0;0
1;4;1;1;6;0;14;0;4;4;0;4;0;0;0;0;0;0
7;1;0;7;1;0;54;8;15;2;0;2;0;0;0;0;0;0
